1.4100000000e+00	1.5600000000e-03	1.0000000000e-03	2.8400000000e-06
1.5400000000e+00	1.5300000000e-03	1.0000000000e-03	2.5000000000e-06
1.6400000000e+00	1.4900000000e-03	1.0000000000e-03	2.2600000000e-06
1.7000000000e+00	1.4700000000e-03	1.0000000000e-03	2.1400000000e-06
1.7500000000e+00	1.4400000000e-03	1.0000000000e-03	2.0100000000e-06
1.7800000000e+00	1.4200000000e-03	1.0000000000e-03	1.9300000000e-06
1.8200000000e+00	1.4000000000e-03	1.0000000000e-03	1.8400000000e-06
1.8500000000e+00	1.3700000000e-03	1.0000000000e-03	1.7500000000e-06
1.8800000000e+00	1.3400000000e-03	1.0000000000e-03	1.6700000000e-06
1.9100000000e+00	1.3200000000e-03	1.0000000000e-03	1.6000000000e-06
1.9200000000e+00	1.2800000000e-03	1.0000000000e-03	1.5100000000e-06
