0.0000000000e+00	5.8400000000e-03	1.0000000000e+00	1.2800000000e-05
5.0000000000e+00	5.8200000000e-03	1.0000000000e+00	1.2700000000e-05
1.0000000000e+01	5.8100000000e-03	1.0000000000e+00	1.2700000000e-05
1.5000000000e+01	5.7900000000e-03	1.0000000000e+00	1.2700000000e-05
2.0000000000e+01	5.7100000000e-03	1.0000000000e+00	1.2500000000e-05
2.5000000000e+01	5.6400000000e-03	1.0000000000e+00	1.2400000000e-05
3.0000000000e+01	5.5500000000e-03	1.0000000000e+00	1.2300000000e-05
3.5000000000e+01	5.4100000000e-03	1.0000000000e+00	1.2000000000e-05
4.0000000000e+01	5.3100000000e-03	1.0000000000e+00	1.1900000000e-05
4.5000000000e+01	5.1000000000e-03	1.0000000000e+00	1.1500000000e-05
5.0000000000e+01	4.7600000000e-03	1.0000000000e+00	1.0900000000e-05
5.5000000000e+01	4.2600000000e-03	1.0000000000e+00	9.9900000000e-06
6.0000000000e+01	3.5600000000e-03	1.0000000000e+00	8.7100000000e-06
6.5000000000e+01	2.6500000000e-03	1.0000000000e+00	6.9900000000e-06
7.0000000000e+01	1.7800000000e-03	1.0000000000e+00	5.2200000000e-06
7.5000000000e+01	9.2800000000e-04	1.0000000000e+00	3.3300000000e-06
8.0000000000e+01	4.0300000000e-04	1.0000000000e+00	1.9300000000e-06
8.5000000000e+01	7.8000000000e-05	1.0000000000e+00	7.2500000000e-07
9.0000000000e+01	3.4000000000e-06	1.0000000000e+00	1.3500000000e-07
