4.7000000000e+00	8.5100000000e-05	5.0000000000e-01	1.7600000000e-05
1.9500000000e+02	3.8800000000e-03	5.0000000000e-01	1.8900000000e-05
3.0700000000e+02	5.8800000000e-03	5.0000000000e-01	1.8300000000e-05
3.8200000000e+02	6.7700000000e-03	5.0000000000e-01	1.7300000000e-05
4.4900000000e+02	7.1800000000e-03	1.0000000000e+00	2.4000000000e-05
5.0000000000e+02	7.3200000000e-03	1.0000000000e+00	2.2300000000e-05
5.4500000000e+02	7.2400000000e-03	1.0000000000e+00	2.0600000000e-05
6.0000000000e+02	6.8700000000e-03	1.0000000000e+00	1.8200000000e-05
6.9100000000e+02	6.4700000000e-03	1.0000000000e+00	9.3700000000e-06
7.9400000000e+02	5.8200000000e-03	1.0000000000e+00	1.2700000000e-05
9.7400000000e+02	5.0300000000e-03	1.0000000000e+00	9.7100000000e-06
1.2300000000e+03	4.1400000000e-03	1.0000000000e+00	7.0500000000e-06
1.4000000000e+03	3.6800000000e-03	1.0000000000e+00	5.8800000000e-06
1.6300000000e+03	3.2000000000e-03	1.0000000000e+00	4.7600000000e-06
1.8100000000e+03	2.9100000000e-03	1.0000000000e+00	4.1500000000e-06
1.9900000000e+03	2.6700000000e-03	1.0000000000e+00	3.6600000000e-06
2.1900000000e+03	2.4400000000e-03	1.0000000000e+00	3.2300000000e-06
2.4200000000e+03	2.2200000000e-03	1.0000000000e+00	2.8300000000e-06
2.6000000000e+03	2.0600000000e-03	1.0000000000e+00	2.5800000000e-06
2.8300000000e+03	1.9100000000e-03	1.0000000000e+00	2.3200000000e-06
3.0900000000e+03	1.7400000000e-03	1.0000000000e+00	2.0700000000e-06
