6.7000000000e+00	4.8400000000e-05	1.0000000000e-01	6.0900000000e-06
2.0800000000e+02	1.3700000000e-03	1.0000000000e-01	5.7900000000e-06
4.1000000000e+02	2.6200000000e-03	1.0000000000e-01	5.7000000000e-06
6.1300000000e+02	3.4400000000e-03	1.0000000000e+00	1.0300000000e-05
7.0500000000e+02	3.6700000000e-03	1.0000000000e+00	9.7700000000e-06
7.5400000000e+02	3.8000000000e-03	1.0000000000e+00	9.5200000000e-06
8.0000000000e+02	3.9500000000e-03	1.0000000000e+00	9.3800000000e-06
8.5300000000e+02	4.0000000000e-03	1.0000000000e+00	9.0200000000e-06
8.8000000000e+02	4.0200000000e-03	1.0000000000e+00	8.8400000000e-06
9.8800000000e+02	3.9300000000e-03	1.0000000000e+00	7.9700000000e-06
1.0700000000e+03	3.8200000000e-03	1.0000000000e+00	7.3500000000e-06
1.2100000000e+03	3.5700000000e-03	1.0000000000e+00	6.3800000000e-06
1.4100000000e+03	3.2300000000e-03	1.0000000000e+00	5.3100000000e-06
1.6400000000e+03	2.8700000000e-03	1.0000000000e+00	4.3900000000e-06
1.8300000000e+03	2.6200000000e-03	1.0000000000e+00	3.8200000000e-06
2.0000000000e+03	2.4300000000e-03	1.0000000000e+00	3.4100000000e-06
2.2500000000e+03	2.1900000000e-03	1.0000000000e+00	2.9500000000e-06
2.4000000000e+03	2.0700000000e-03	1.0000000000e+00	2.7200000000e-06
2.5900000000e+03	1.9300000000e-03	1.0000000000e+00	2.4700000000e-06
2.8100000000e+03	1.8000000000e-03	1.0000000000e+00	2.2400000000e-06
3.1000000000e+03	1.6400000000e-03	1.0000000000e+00	1.9800000000e-06
