6.8000000000e-03	2.1300000000e-03	1.0000000000e-03	6.4500000000e-04
4.5500000000e-01	2.2500000000e-03	1.0000000000e-03	1.0500000000e-05
8.9700000000e-01	2.1800000000e-03	1.0000000000e-03	7.7400000000e-06
1.3100000000e+00	2.1500000000e-03	1.0000000000e-03	5.1900000000e-06
1.6300000000e+00	2.0500000000e-03	1.0000000000e-03	3.8400000000e-06
1.7900000000e+00	1.9800000000e-03	1.0000000000e-03	3.3000000000e-06
1.8600000000e+00	1.9100000000e-03	1.0000000000e-03	2.9900000000e-06
1.9700000000e+00	1.7800000000e-03	1.0000000000e-03	2.5100000000e-06
2.0200000000e+00	1.6800000000e-03	1.0000000000e-03	2.2300000000e-06
2.1000000000e+00	1.4900000000e-03	1.0000000000e-03	1.7600000000e-06
2.1400000000e+00	1.3300000000e-03	1.0000000000e-03	1.4500000000e-06
2.1700000000e+00	1.2000000000e-03	1.0000000000e-03	1.2100000000e-06
2.1900000000e+00	1.1000000000e-03	1.0000000000e-03	1.0500000000e-06
2.2000000000e+00	1.0000000000e-03	1.0000000000e-03	9.0900000000e-07
2.2200000000e+00	9.2300000000e-04	1.0000000000e-03	8.0000000000e-07
2.2300000000e+00	7.9600000000e-04	1.0000000000e-03	3.4800000000e-06
2.2300000000e+00	8.5700000000e-04	1.0000000000e-03	7.1400000000e-07
2.2400000000e+00	7.2400000000e-04	1.0000000000e-03	5.5700000000e-07
