4.0000000000e-03	1.0500000000e-03	1.0000000000e-03	4.0200000000e-04
2.0800000000e-01	1.0200000000e-03	1.0000000000e-03	7.4100000000e-06
4.0000000000e-01	9.9500000000e-04	1.0000000000e-03	4.9600000000e-06
5.8800000000e-01	9.7500000000e-04	1.0000000000e-03	3.2800000000e-06
7.6200000000e-01	9.5500000000e-04	1.0000000000e-03	2.4500000000e-06
9.1200000000e-01	9.3600000000e-04	1.0000000000e-03	1.9900000000e-06
1.1100000000e+00	9.1900000000e-04	1.0000000000e-03	1.5900000000e-06
1.2700000000e+00	9.0200000000e-04	1.0000000000e-03	1.3500000000e-06
1.4200000000e+00	8.8400000000e-04	1.0000000000e-03	1.1700000000e-06
1.5600000000e+00	8.6100000000e-04	1.0000000000e-03	1.0300000000e-06
1.6600000000e+00	8.3200000000e-04	1.0000000000e-03	9.1700000000e-07
1.7600000000e+00	7.9800000000e-04	1.0000000000e-03	8.1800000000e-07
1.8200000000e+00	7.6300000000e-04	1.0000000000e-03	7.3800000000e-07
1.8800000000e+00	7.2000000000e-04	1.0000000000e-03	6.5900000000e-07
1.9300000000e+00	6.8000000000e-04	1.0000000000e-03	5.9200000000e-07
1.9700000000e+00	6.3600000000e-04	1.0000000000e-03	5.2800000000e-07
